Month,Store,Metric,Amount (Rs Lakhs)
April 2024,SEC,Marketing & advertisement,0.0
April 2024,SYH,Marketing & advertisement,1.2536
April 2024,ETF,Marketing & advertisement,0.025
April 2024,GSC,Marketing & advertisement,0.025
April 2024,PRI,Marketing & advertisement,0.0
April 2024,ECN,Marketing & advertisement,0.0295
April 2024,RGA,Marketing & advertisement,0.0948
April 2024,KNP,Marketing & advertisement,1.8253
April 2024,KCK,Marketing & advertisement,0.8542
April 2024,BVG,Marketing & advertisement,0.3491
April 2024,CLA,Marketing & advertisement,1.5773
April 2024,IBC,Marketing & advertisement,0.0893
April 2024,BTG,Marketing & advertisement,0.1755
April 2024,ECT,Marketing & advertisement,1.1977
April 2024,RRR,Marketing & advertisement,0.5944
April 2024,SHV,Marketing & advertisement,1.1494
April 2024,DCB,Marketing & advertisement,0.0248
April 2024,VBP,Marketing & advertisement,1.2252
April 2024,ADM,Marketing & advertisement,0.67
April 2024,SFC,Marketing & advertisement,1.257
April 2024,SCK,Marketing & advertisement,1.4874
April 2024,SES,Marketing & advertisement,1.8077
April 2024,JIG,Marketing & advertisement,1.4798
April 2024,GCN,Marketing & advertisement,1.444
April 2024,ANN,Marketing & advertisement,1.6197
April 2024,SKO,Marketing & advertisement,1.8756
April 2024,JAP,Marketing & advertisement,1.997
April 2024,DWR,Marketing & advertisement,1.9392
April 2024,AVK,Marketing & advertisement,1.8728
April 2024,CYG,Marketing & advertisement,0.2791
April 2024,NSS,Marketing & advertisement,1.5261
April 2024,GEB,Marketing & advertisement,1.8647
April 2024,ROH,Marketing & advertisement,2.0219
April 2024,EKL,Marketing & advertisement,2.3655
April 2024,PBF,Marketing & advertisement,3.1529
April 2024,KBB,Marketing & advertisement,2.772
April 2024,IHY,Marketing & advertisement,1.2487
April 2024,DCH,Marketing & advertisement,0.0977
April 2024,HAA,Marketing & advertisement,0.0
April 2024,SCH,Marketing & advertisement,0.1015
April 2024,LTP,Marketing & advertisement,1.7225
April 2024,FSM,Marketing & advertisement,2.112
April 2024,GSM,Marketing & advertisement,0.8719
April 2024,PPM,Marketing & advertisement,0.8879
April 2024,FLM,Marketing & advertisement,0.9619
April 2024,FDN,Marketing & advertisement,0.6082
April 2024,DTK,Marketing & advertisement,0.6782
April 2024,AKA,Marketing & advertisement,1.2327
April 2024,HIM,Marketing & advertisement,1.7414
April 2024,SMR,Marketing & advertisement,1.9606
April 2024,DLP,Marketing & advertisement,0.0162
April 2024,EXA,Marketing & advertisement,0.4628
April 2024,VRA,Marketing & advertisement,1.0801
April 2024,CPM,Marketing & advertisement,0.053
April 2024,KTP,Marketing & advertisement,1.3641
April 2024,CAR,Marketing & advertisement,1.0383
April 2024,VEL,Marketing & advertisement,1.3417
April 2024,EGL,Other opex expenses,1.2881
April 2024,ITPL,Other opex expenses,1.9697
April 2024,RMZ,Other opex expenses,0.9041
April 2024,KOR,Other opex expenses,1.8663
April 2024,INB,Other opex expenses,0.0
April 2024,DIV,Other opex expenses,1.0867
April 2024,IND,Other opex expenses,1.9103
April 2024,BAG,Other opex expenses,0.9109
April 2024,ECO-old,Other opex expenses,0.0
April 2024,DLF,Other opex expenses,0.0
April 2024,MAN,Other opex expenses,0.9841
April 2024,ECW-old,Other opex expenses,1.1635
April 2024,MTP,Other opex expenses,0.8487
April 2024,ETV,Other opex expenses,0.0
April 2024,VIR,Other opex expenses,1.3152
April 2024,Tecno,Other opex expenses,0.0
April 2024,ARK,Other opex expenses,1.6262
April 2024,SIG,Other opex expenses,0.0
April 2024,HSR,Other opex expenses,2.0384
April 2024,CVR,Other opex expenses,0.9691
April 2024,SJP,Other opex expenses,0.0
April 2024,ORW,Other opex expenses,1.0918
April 2024,EST,Other opex expenses,1.0816
April 2024,ORE,Other opex expenses,0.0
April 2024,AUR,Other opex expenses,0.0
April 2024,JPN,Other opex expenses,1.8685
April 2024,JPC,Other opex expenses,0.0
April 2024,PTP,Other opex expenses,0.0
April 2024,SEC,Other opex expenses,0.0
April 2024,SYH,Other opex expenses,1.8533
April 2024,ETF,Other opex expenses,1.149
April 2024,GSC,Other opex expenses,2.15
April 2024,PRI,Other opex expenses,0.0
April 2024,ECN,Other opex expenses,1.1685
April 2024,RGA,Other opex expenses,1.1067
April 2024,KNP,Other opex expenses,1.5595
April 2024,KCK,Other opex expenses,1.6394
April 2024,BVG,Other opex expenses,1.5397
April 2024,CLA,Other opex expenses,1.4846
April 2024,IBC,Other opex expenses,0.8991
April 2024,BTG,Other opex expenses,1.0619
April 2024,ECT,Other opex expenses,1.5232
April 2024,RRR,Other opex expenses,1.1919
April 2024,SHV,Other opex expenses,1.1198
April 2024,DCB,Other opex expenses,1.1594
April 2024,VBP,Other opex expenses,1.5926
April 2024,ADM,Other opex expenses,2.3323
April 2024,SFC,Other opex expenses,1.5909
April 2024,SCK,Other opex expenses,1.289
April 2024,SES,Other opex expenses,1.2357
April 2024,JIG,Other opex expenses,1.455
April 2024,GCN,Other opex expenses,1.4766
April 2024,ANN,Other opex expenses,1.7909
April 2024,SKO,Other opex expenses,2.0068
April 2024,JAP,Other opex expenses,1.4387
April 2024,DWR,Other opex expenses,1.4584
April 2024,AVK,Other opex expenses,1.0333
April 2024,CYG,Other opex expenses,1.2619
April 2024,NSS,Other opex expenses,1.5303
April 2024,GEB,Other opex expenses,1.4995
April 2024,ROH,Other opex expenses,1.2955
April 2024,EKL,Other opex expenses,1.8322
April 2024,PBF,Other opex expenses,1.046
April 2024,KBB,Other opex expenses,1.2703
April 2024,IHY,Other opex expenses,1.2212
April 2024,DCH,Other opex expenses,3.1046
April 2024,HAA,Other opex expenses,0.0
April 2024,SCH,Other opex expenses,1.0577
April 2024,LTP,Other opex expenses,1.0313
April 2024,FSM,Other opex expenses,0.7569
April 2024,GSM,Other opex expenses,0.8175
April 2024,PPM,Other opex expenses,0.784
April 2024,FLM,Other opex expenses,1.3244
April 2024,FDN,Other opex expenses,2.2218
April 2024,DTK,Other opex expenses,1.2737
April 2024,AKA,Other opex expenses,0.8386
April 2024,HIM,Other opex expenses,1.0881
April 2024,SMR,Other opex expenses,1.3259
April 2024,DLP,Other opex expenses,1.0277
April 2024,EXA,Other opex expenses,1.1177
April 2024,VRA,Other opex expenses,1.3991
April 2024,CPM,Other opex expenses,1.3716
April 2024,KTP,Other opex expenses,1.2124
April 2024,CAR,Other opex expenses,0.719
April 2024,VEL,Other opex expenses,1.3731
May 2024,EGL,Gross Sales,16.2546
May 2024,ITPL,Gross Sales,65.5605
May 2024,RMZ,Gross Sales,19.8079
May 2024,KOR,Gross Sales,45.1356
May 2024,DIV,Gross Sales,24.2868
May 2024,IND,Gross Sales,67.9924
May 2024,BAG,Gross Sales,19.6684
May 2024,MAN,Gross Sales,17.2048
May 2024,ECW-old,Gross Sales,33.5258
May 2024,MTP,Gross Sales,10.9088
May 2024,VIR,Gross Sales,29.7457
May 2024,ARK,Gross Sales,51.5165
May 2024,HSR,Gross Sales,78.7652
May 2024,CVR,Gross Sales,10.8328
May 2024,ORW,Gross Sales,32.9409
May 2024,EST,Gross Sales,34.6166
May 2024,JPN,Gross Sales,53.7926
May 2024,SYH,Gross Sales,44.6786
May 2024,ETF,Gross Sales,21.9713
May 2024,GSC,Gross Sales,17.8901
May 2024,ECN,Gross Sales,28.3107
May 2024,RGA,Gross Sales,26.7697
May 2024,KNP,Gross Sales,23.425
May 2024,KCK,Gross Sales,47.1616
May 2024,BVG,Gross Sales,35.8292
May 2024,CLA,Gross Sales,29.83
May 2024,IBC,Gross Sales,11.8041
May 2024,BTG,Gross Sales,26.0806
May 2024,ECT,Gross Sales,38.9723
May 2024,RRR,Gross Sales,23.3478
May 2024,SHV,Gross Sales,30.1228
May 2024,DCB,Gross Sales,13.6741
May 2024,VBP,Gross Sales,55.0503
May 2024,ADM,Gross Sales,78.0509
May 2024,SFC,Gross Sales,52.8283
May 2024,SCK,Gross Sales,48.7432
May 2024,SES,Gross Sales,29.711
May 2024,JIG,Gross Sales,45.0729
May 2024,GCN,Gross Sales,32.1166
May 2024,ANN,Gross Sales,38.966
May 2024,SKO,Gross Sales,42.9483
May 2024,JAP,Gross Sales,25.7435
May 2024,DWR,Gross Sales,31.008
May 2024,AVK,Gross Sales,25.6159
May 2024,CYG,Gross Sales,24.3828
May 2024,NSS,Gross Sales,39.1327
May 2024,GEB,Gross Sales,34.0172
May 2024,ROH,Gross Sales,25.4252
May 2024,EKL,Gross Sales,55.3526
May 2024,PBF,Gross Sales,19.1217
May 2024,KBB,Gross Sales,23.1598
May 2024,PRM,Gross Sales,2.0178
May 2024,IHY,Gross Sales,41.8417
May 2024,DCH,Gross Sales,25.3005
May 2024,SCH,Gross Sales,28.1215
May 2024,LTP,Gross Sales,26.2351
May 2024,FSM,Gross Sales,20.4285
May 2024,GSM,Gross Sales,23.8821
May 2024,PPM,Gross Sales,22.6145
May 2024,FLM,Gross Sales,28.2767
May 2024,FDN,Gross Sales,72.3545
May 2024,DTK,Gross Sales,43.0292
May 2024,AKA,Gross Sales,17.5827
May 2024,HIM,Gross Sales,22.2569
May 2024,SMR,Gross Sales,50.7685
May 2024,ATL,Gross Sales,13.7316
May 2024,DSL,Gross Sales,1.5653
May 2024,DLP,Gross Sales,26.5487
May 2024,EXA,Gross Sales,29.899
May 2024,VRA,Gross Sales,26.8199
May 2024,CPM,Gross Sales,28.8928
May 2024,KTP,Gross Sales,39.853
May 2024,CAR,Gross Sales,17.1156
May 2024,VEL,Gross Sales,30.0123
May 2024,EGL,Net Sales,15.57
May 2024,ITPL,Net Sales,64.2941
May 2024,RMZ,Net Sales,19.1456
May 2024,KOR,Net Sales,44.4063
May 2024,DIV,Net Sales,23.7892
May 2024,IND,Net Sales,67.523
May 2024,BAG,Net Sales,18.9534
May 2024,MAN,Net Sales,16.7022
May 2024,ECW-old,Net Sales,33.0634
May 2024,MTP,Net Sales,10.3893
May 2024,VIR,Net Sales,29.421
May 2024,ARK,Net Sales,50.8987
May 2024,HSR,Net Sales,77.7859
May 2024,CVR,Net Sales,10.317
May 2024,ORW,Net Sales,31.8924
May 2024,EST,Net Sales,34.233
May 2024,JPN,Net Sales,53.0639
May 2024,SYH,Net Sales,44.1634
May 2024,ETF,Net Sales,20.9251
May 2024,GSC,Net Sales,17.0382
May 2024,ECN,Net Sales,27.7113
May 2024,RGA,Net Sales,26.4764
May 2024,KNP,Net Sales,23.0558
May 2024,KCK,Net Sales,47.1606
May 2024,BVG,Net Sales,35.1568
May 2024,CLA,Net Sales,29.8061
May 2024,IBC,Net Sales,11.4852
May 2024,BTG,Net Sales,25.6589
May 2024,ECT,Net Sales,38.384
May 2024,RRR,Net Sales,22.9103
May 2024,SHV,Net Sales,29.7043
May 2024,DCB,Net Sales,13.6741
May 2024,VBP,Net Sales,54.2813
May 2024,ADM,Net Sales,77.4578
May 2024,SFC,Net Sales,52.8143
May 2024,SCK,Net Sales,48.7374
May 2024,SES,Net Sales,29.7094
May 2024,JIG,Net Sales,44.7581
May 2024,GCN,Net Sales,31.7612
May 2024,ANN,Net Sales,38.2999
May 2024,SKO,Net Sales,42.2901
May 2024,JAP,Net Sales,25.7417
May 2024,DWR,Net Sales,31.0057
May 2024,AVK,Net Sales,25.1767
May 2024,CYG,Net Sales,23.8696
May 2024,NSS,Net Sales,39.1312
May 2024,GEB,Net Sales,33.6736
May 2024,ROH,Net Sales,25.4252
May 2024,EKL,Net Sales,54.76
May 2024,PBF,Net Sales,18.8329
May 2024,KBB,Net Sales,23.1011
May 2024,PRM,Net Sales,1.9217
May 2024,IHY,Net Sales,40.4364
May 2024,DCH,Net Sales,25.3005
May 2024,SCH,Net Sales,26.7893
May 2024,LTP,Net Sales,25.7448
May 2024,FSM,Net Sales,19.4558
May 2024,GSM,Net Sales,23.5734
May 2024,PPM,Net Sales,22.2569
May 2024,FLM,Net Sales,27.9345
May 2024,FDN,Net Sales,71.2629
May 2024,DTK,Net Sales,42.2907
May 2024,AKA,Net Sales,17.3982
May 2024,HIM,Net Sales,21.7156
May 2024,SMR,Net Sales,50.1509
May 2024,ATL,Net Sales,13.3151
May 2024,DSL,Net Sales,1.5262
May 2024,DLP,Net Sales,25.5774
May 2024,EXA,Net Sales,29.0513
May 2024,VRA,Net Sales,26.1576
May 2024,CPM,Net Sales,27.742
May 2024,KTP,Net Sales,39.0173
May 2024,CAR,Net Sales,16.5233
May 2024,VEL,Net Sales,29.382
May 2024,EGL,COGS (food +packaging),6.4222
May 2024,ITPL,COGS (food +packaging),25.8401
May 2024,RMZ,COGS (food +packaging),7.5123
May 2024,KOR,COGS (food +packaging),15.7757
May 2024,INB,COGS (food +packaging),0.0
May 2024,DIV,COGS (food +packaging),8.6825
May 2024,IND,COGS (food +packaging),24.4931
May 2024,BAG,COGS (food +packaging),7.251
May 2024,ECO-old,COGS (food +packaging),0.0
May 2024,DLF,COGS (food +packaging),0.0
May 2024,MAN,COGS (food +packaging),5.8669
May 2024,ECW-old,COGS (food +packaging),11.7989
May 2024,MTP,COGS (food +packaging),4.6943
May 2024,ETV,COGS (food +packaging),0.0
May 2024,VIR,COGS (food +packaging),10.5498
May 2024,Tecno,COGS (food +packaging),0.0
May 2024,ARK,COGS (food +packaging),17.6065
May 2024,SIG,COGS (food +packaging),0.0
May 2024,HSR,COGS (food +packaging),27.3085
May 2024,CVR,COGS (food +packaging),3.723
May 2024,SJP,COGS (food +packaging),0.0
May 2024,ORW,COGS (food +packaging),11.0549
May 2024,EST,COGS (food +packaging),11.6388
May 2024,ORE,COGS (food +packaging),0.0
May 2024,AUR,COGS (food +packaging),0.0
May 2024,JPN,COGS (food +packaging),20.7499
May 2024,JPC,COGS (food +packaging),0.0
May 2024,PTP,COGS (food +packaging),0.0
May 2024,SEC,COGS (food +packaging),0.0
May 2024,SYH,COGS (food +packaging),17.2438
May 2024,ETF,COGS (food +packaging),8.658
May 2024,GSC,COGS (food +packaging),6.6155
May 2024,PRI,COGS (food +packaging),0.0
May 2024,ECN,COGS (food +packaging),9.5918
May 2024,RGA,COGS (food +packaging),9.1231
May 2024,KNP,COGS (food +packaging),8.3333
May 2024,KCK,COGS (food +packaging),17.2557
May 2024,BVG,COGS (food +packaging),12.9767
May 2024,CLA,COGS (food +packaging),12.431
May 2024,IBC,COGS (food +packaging),4.4772
May 2024,BTG,COGS (food +packaging),8.982
May 2024,ECT,COGS (food +packaging),15.2966
May 2024,RRR,COGS (food +packaging),8.7066
May 2024,SHV,COGS (food +packaging),10.7042
May 2024,DCB,COGS (food +packaging),6.0326
May 2024,VBP,COGS (food +packaging),21.0295
May 2024,ADM,COGS (food +packaging),30.4243
May 2024,SFC,COGS (food +packaging),20.9203
May 2024,SCK,COGS (food +packaging),20.1795
May 2024,SES,COGS (food +packaging),11.855
May 2024,JIG,COGS (food +packaging),17.9424
May 2024,GCN,COGS (food +packaging),13.8286
May 2024,ANN,COGS (food +packaging),14.4986
May 2024,SKO,COGS (food +packaging),16.3793
May 2024,JAP,COGS (food +packaging),11.1313
May 2024,DWR,COGS (food +packaging),13.8527
May 2024,AVK,COGS (food +packaging),10.2464
May 2024,CYG,COGS (food +packaging),7.5428
May 2024,NSS,COGS (food +packaging),15.3919
May 2024,GEB,COGS (food +packaging),13.1525
May 2024,ROH,COGS (food +packaging),10.6474
May 2024,EKL,COGS (food +packaging),22.3613
May 2024,PBF,COGS (food +packaging),7.7585
May 2024,KBB,COGS (food +packaging),9.9993
May 2024,PRM,COGS (food +packaging),0.8498
May 2024,IHY,COGS (food +packaging),14.9612
May 2024,DCH,COGS (food +packaging),11.3048
May 2024,HAA,COGS (food +packaging),0.0
May 2024,SCH,COGS (food +packaging),10.4248
May 2024,LTP,COGS (food +packaging),9.3036
May 2024,FSM,COGS (food +packaging),7.7976
May 2024,GSM,COGS (food +packaging),8.6946
May 2024,PPM,COGS (food +packaging),8.122
May 2024,FLM,COGS (food +packaging),10.6929
May 2024,FDN,COGS (food +packaging),25.3804
May 2024,DTK,COGS (food +packaging),15.507
May 2024,AKA,COGS (food +packaging),6.7848
May 2024,HIM,COGS (food +packaging),8.2587
May 2024,SMR,COGS (food +packaging),18.1336
May 2024,ATL,COGS (food +packaging),5.134
May 2024,DSL,COGS (food +packaging),0.8979
May 2024,DLP,COGS (food +packaging),9.3024
May 2024,EXA,COGS (food +packaging),10.6805
May 2024,VRA,COGS (food +packaging),9.724
May 2024,CPM,COGS (food +packaging),9.8934
May 2024,KTP,COGS (food +packaging),13.836
May 2024,CAR,COGS (food +packaging),6.2642
May 2024,VEL,COGS (food +packaging),10.4563
May 2024,EGL,store Labor Cost,2.5665
May 2024,ITPL,store Labor Cost,5.4969
May 2024,RMZ,store Labor Cost,3.0246
May 2024,KOR,store Labor Cost,4.4711
May 2024,INB,store Labor Cost,0.0
May 2024,DIV,store Labor Cost,3.5095
May 2024,IND,store Labor Cost,5.4547
May 2024,BAG,store Labor Cost,2.7521
May 2024,ECO-old,store Labor Cost,0.0
May 2024,DLF,store Labor Cost,0.0
May 2024,MAN,store Labor Cost,3.0034
May 2024,ECW-old,store Labor Cost,3.0875
May 2024,MTP,store Labor Cost,1.828
May 2024,ETV,store Labor Cost,0.0
May 2024,VIR,store Labor Cost,3.3077
May 2024,Tecno,store Labor Cost,0.0
May 2024,ARK,store Labor Cost,4.9799
May 2024,SIG,store Labor Cost,0.0
May 2024,HSR,store Labor Cost,6.1513
May 2024,CVR,store Labor Cost,2.1898
May 2024,SJP,store Labor Cost,0.0
May 2024,ORW,store Labor Cost,3.1681
May 2024,EST,store Labor Cost,3.9994
May 2024,ORE,store Labor Cost,0.0
May 2024,AUR,store Labor Cost,0.0
May 2024,JPN,store Labor Cost,4.9244
May 2024,JPC,store Labor Cost,0.0
May 2024,PTP,store Labor Cost,0.0
May 2024,SEC,store Labor Cost,0.0
May 2024,SYH,store Labor Cost,4.2376
May 2024,ETF,store Labor Cost,2.6374
May 2024,GSC,store Labor Cost,2.4773
May 2024,PRI,store Labor Cost,0.0
May 2024,ECN,store Labor Cost,3.079
May 2024,RGA,store Labor Cost,3.0563
May 2024,KNP,store Labor Cost,3.4063
May 2024,KCK,store Labor Cost,3.8883
May 2024,BVG,store Labor Cost,3.7049
May 2024,CLA,store Labor Cost,3.2285
May 2024,IBC,store Labor Cost,2.4757
May 2024,BTG,store Labor Cost,2.8974
May 2024,ECT,store Labor Cost,4.6302
May 2024,RRR,store Labor Cost,3.61
May 2024,SHV,store Labor Cost,3.7568
May 2024,DCB,store Labor Cost,2.7078
May 2024,VBP,store Labor Cost,3.692
May 2024,ADM,store Labor Cost,6.4362
May 2024,SFC,store Labor Cost,3.9684
May 2024,SCK,store Labor Cost,4.0411
May 2024,SES,store Labor Cost,3.2802
May 2024,JIG,store Labor Cost,4.2788
May 2024,GCN,store Labor Cost,3.3564
May 2024,ANN,store Labor Cost,4.0508
May 2024,SKO,store Labor Cost,3.8819
May 2024,JAP,store Labor Cost,3.2404
May 2024,DWR,store Labor Cost,3.2498
May 2024,AVK,store Labor Cost,4.0632
May 2024,CYG,store Labor Cost,3.477
May 2024,NSS,store Labor Cost,3.0449
May 2024,GEB,store Labor Cost,3.9129
May 2024,ROH,store Labor Cost,3.5972
May 2024,EKL,store Labor Cost,5.6136
May 2024,PBF,store Labor Cost,3.758
May 2024,KBB,store Labor Cost,3.3362
May 2024,PRM,store Labor Cost,0.1616
May 2024,IHY,store Labor Cost,3.5293
May 2024,DCH,store Labor Cost,3.1225
May 2024,HAA,store Labor Cost,0.0
May 2024,SCH,store Labor Cost,3.5425
May 2024,LTP,store Labor Cost,3.1214
May 2024,FSM,store Labor Cost,2.6352
May 2024,GSM,store Labor Cost,2.9598
May 2024,PPM,store Labor Cost,3.4125
May 2024,FLM,store Labor Cost,3.5299
May 2024,FDN,store Labor Cost,5.2276
May 2024,DTK,store Labor Cost,3.4126
May 2024,AKA,store Labor Cost,3.2529
May 2024,HIM,store Labor Cost,4.7757
May 2024,SMR,store Labor Cost,4.7526
May 2024,ATL,store Labor Cost,2.4613
May 2024,DSL,store Labor Cost,0.0803
May 2024,DLP,store Labor Cost,3.3917
May 2024,EXA,store Labor Cost,3.0958
May 2024,VRA,store Labor Cost,3.0341
May 2024,CPM,store Labor Cost,4.052
May 2024,KTP,store Labor Cost,4.036
May 2024,CAR,store Labor Cost,2.4306
May 2024,VEL,store Labor Cost,3.7459
May 2024,EGL,Utility Cost,0.8721
May 2024,ITPL,Utility Cost,1.6624
May 2024,RMZ,Utility Cost,0.619
May 2024,KOR,Utility Cost,2.0217
May 2024,INB,Utility Cost,0.0
May 2024,DIV,Utility Cost,1.4864
May 2024,IND,Utility Cost,2.1795
May 2024,BAG,Utility Cost,0.6093
May 2024,ECO-old,Utility Cost,0.0
May 2024,DLF,Utility Cost,0.0
May 2024,MAN,Utility Cost,0.8948
May 2024,ECW-old,Utility Cost,1.0924
May 2024,MTP,Utility Cost,0.7544
May 2024,ETV,Utility Cost,0.0
May 2024,VIR,Utility Cost,1.3726
May 2024,Tecno,Utility Cost,0.0
May 2024,ARK,Utility Cost,1.5209
May 2024,SIG,Utility Cost,0.0
May 2024,HSR,Utility Cost,2.4793
May 2024,CVR,Utility Cost,0.8652
May 2024,SJP,Utility Cost,0.0
May 2024,ORW,Utility Cost,1.0374
May 2024,EST,Utility Cost,1.7383
May 2024,ORE,Utility Cost,0.0
May 2024,AUR,Utility Cost,0.0
May 2024,JPN,Utility Cost,1.8508
May 2024,JPC,Utility Cost,0.0
May 2024,PTP,Utility Cost,0.0
May 2024,SEC,Utility Cost,0.0
May 2024,SYH,Utility Cost,1.8864
May 2024,ETF,Utility Cost,0.6039
May 2024,GSC,Utility Cost,0.0
May 2024,PRI,Utility Cost,0.0
May 2024,ECN,Utility Cost,1.1166
May 2024,RGA,Utility Cost,0.887
May 2024,KNP,Utility Cost,0.9875
May 2024,KCK,Utility Cost,1.5641
May 2024,BVG,Utility Cost,1.4107
May 2024,CLA,Utility Cost,1.355
May 2024,IBC,Utility Cost,0.8425
May 2024,BTG,Utility Cost,1.0594
May 2024,ECT,Utility Cost,1.6898
May 2024,RRR,Utility Cost,1.11
May 2024,SHV,Utility Cost,1.2191
May 2024,DCB,Utility Cost,0.0
May 2024,VBP,Utility Cost,1.0539
May 2024,ADM,Utility Cost,1.4002
May 2024,SFC,Utility Cost,0.6533
May 2024,SCK,Utility Cost,1.422
May 2024,SES,Utility Cost,1.1705
May 2024,JIG,Utility Cost,1.8815
May 2024,GCN,Utility Cost,1.3017
May 2024,ANN,Utility Cost,1.4169
May 2024,SKO,Utility Cost,1.8023
May 2024,JAP,Utility Cost,1.138
May 2024,DWR,Utility Cost,1.072
May 2024,AVK,Utility Cost,1.0755
May 2024,CYG,Utility Cost,0.7418
May 2024,NSS,Utility Cost,1.4044
May 2024,GEB,Utility Cost,1.885
May 2024,ROH,Utility Cost,1.1793
May 2024,EKL,Utility Cost,2.5162
May 2024,PBF,Utility Cost,0.6
May 2024,KBB,Utility Cost,1.1776
May 2024,PRM,Utility Cost,0.1884
May 2024,IHY,Utility Cost,1.1677
May 2024,DCH,Utility Cost,0.0
May 2024,HAA,Utility Cost,0.0
May 2024,SCH,Utility Cost,1.2739
May 2024,LTP,Utility Cost,1.3603
May 2024,FSM,Utility Cost,0.3829
May 2024,GSM,Utility Cost,0.8261
May 2024,PPM,Utility Cost,0.7691
May 2024,FLM,Utility Cost,1.2009
May 2024,FDN,Utility Cost,2.51
May 2024,DTK,Utility Cost,1.6485
May 2024,AKA,Utility Cost,1.076
May 2024,HIM,Utility Cost,1.3138
May 2024,SMR,Utility Cost,1.6175
May 2024,ATL,Utility Cost,0.48
May 2024,DSL,Utility Cost,0.22
May 2024,DLP,Utility Cost,0.6674
May 2024,EXA,Utility Cost,0.8268
May 2024,VRA,Utility Cost,1.7974
May 2024,CPM,Utility Cost,1.0493
May 2024,KTP,Utility Cost,2.3873
May 2024,CAR,Utility Cost,0.7227
May 2024,VEL,Utility Cost,1.6746
May 2024,EGL,Rent ,1.9387
May 2024,ITPL,Rent ,6.2689
May 2024,RMZ,Rent ,2.5341
May 2024,KOR,Rent ,2.36
May 2024,INB,Rent ,0.0
May 2024,DIV,Rent ,2.8044
May 2024,IND,Rent ,2.4811
May 2024,BAG,Rent ,2.2366
May 2024,ECO-old,Rent ,0.0
May 2024,DLF,Rent ,0.0
May 2024,MAN,Rent ,2.3599
May 2024,ECW-old,Rent ,0.4071
May 2024,MTP,Rent ,1.4711
May 2024,ETV,Rent ,0.0
May 2024,VIR,Rent ,2.2362
May 2024,ARK,Rent ,1.475
